investor_id,total_transactions,first_txn,last_txn,max_gap_days,avg_gap_days,at_risk_gap_count,total_invested,avg_sip_amount,is_at_risk,risk_tier
INV002369,10,2024-01-31,2025-05-18,111.0,52.55555555555556,6,604364,60436.4,True,Churned
INV002370,8,2024-03-10,2025-05-05,225.0,60.142857142857146,4,95686,11960.75,True,Churned
INV002371,2,2024-07-27,2024-10-21,86.0,86.0,1,517810,258905.0,True,High Risk
INV002372,9,2024-01-26,2025-05-16,121.0,59.5,6,778488,86498.66666666667,True,Churned
INV002373,12,2024-01-19,2025-05-24,111.0,44.63636363636363,6,1419347,118278.91666666667,True,Churned
INV002374,11,2024-01-02,2025-02-04,99.0,39.9,4,1023844,93076.72727272728,True,Churned
INV002375,4,2024-03-21,2024-07-23,103.0,41.333333333333336,1,574298,143574.5,True,Churned
INV002376,2,2025-05-05,2025-05-19,14.0,14.0,0,244709,122354.5,False,Active
INV002377,4,2024-07-09,2025-05-28,164.0,107.66666666666667,3,280854,70213.5,True,Churned
INV002378,6,2024-03-13,2025-02-12,108.0,67.2,3,718036,119672.66666666667,True,Churned
INV002379,5,2024-01-10,2025-03-10,173.0,106.25,4,937322,187464.4,True,Churned
INV002380,4,2024-05-09,2025-03-12,195.0,102.33333333333333,3,59019,14754.75,True,Churned
INV002381,6,2024-02-23,2025-03-15,125.0,77.2,4,942299,157049.83333333334,True,Churned
INV002382,8,2024-03-16,2024-12-11,77.0,38.57142857142857,4,906899,113362.375,True,High Risk
INV002383,4,2024-03-19,2024-10-27,145.0,74.0,2,991385,247846.25,True,Churned
INV002384,12,2024-04-18,2025-05-23,86.0,36.36363636363637,5,732972,61081.0,True,High Risk
INV002385,3,2024-02-03,2024-03-20,41.0,23.0,1,55543,18514.333333333332,True,At Risk
INV002386,1,2024-02-01,2024-02-01,,,0,3282,3282.0,False,New
INV002387,10,2024-01-01,2025-05-28,174.0,57.0,5,1345043,134504.3,True,Churned
INV002388,9,2024-05-26,2025-05-12,155.0,43.875,2,854220,94913.33333333333,True,Churned
INV002389,12,2024-02-06,2025-05-08,126.0,41.54545454545455,4,525422,43785.166666666664,True,Churned
INV002390,7,2024-03-20,2025-05-22,193.0,71.33333333333333,3,404117,57731.0,True,Churned
INV002391,10,2024-04-23,2024-11-22,74.0,23.666666666666668,3,889199,88919.9,True,High Risk
INV002392,6,2024-03-07,2025-04-21,122.0,82.0,5,576950,96158.33333333333,True,Churned
INV002393,9,2024-03-02,2025-04-04,171.0,49.75,4,1307114,145234.88888888888,True,Churned
INV002394,7,2024-06-08,2025-04-27,126.0,53.833333333333336,4,711233,101604.71428571429,True,Churned
INV002395,6,2024-01-17,2025-05-16,225.0,97.0,4,58610,9768.333333333334,True,Churned
INV002396,4,2024-01-23,2025-02-13,200.0,129.0,2,1099257,274814.25,True,Churned
INV002397,7,2024-06-17,2025-04-23,129.0,51.666666666666664,4,1013153,144736.14285714287,True,Churned
INV002398,1,2024-11-22,2024-11-22,,,0,32185,32185.0,False,New
INV002399,12,2024-01-22,2025-04-10,125.0,40.36363636363637,4,1815409,151284.08333333334,True,Churned
INV002400,12,2024-01-04,2025-05-07,141.0,44.45454545454545,5,834526,69543.83333333333,True,Churned
INV002401,11,2024-01-12,2025-03-01,125.0,41.4,5,547739,49794.454545454544,True,Churned
INV002402,10,2024-03-26,2025-05-27,136.0,47.44444444444444,5,620722,62072.2,True,Churned
INV002403,5,2024-01-10,2025-01-16,244.0,93.0,2,414432,82886.4,True,Churned
INV002404,2,2024-04-09,2024-07-09,91.0,91.0,1,68711,34355.5,True,Churned
INV002405,4,2024-03-11,2024-10-20,158.0,74.33333333333333,2,324734,81183.5,True,Churned
INV002406,2,2025-01-28,2025-03-27,58.0,58.0,1,301115,150557.5,True,At Risk
INV002407,10,2024-03-25,2025-05-16,152.0,46.333333333333336,3,1190428,119042.8,True,Churned
INV002408,2,2024-03-16,2024-07-01,107.0,107.0,1,41074,20537.0,True,Churned
INV002409,12,2024-05-04,2025-05-28,119.0,35.36363636363637,4,1188044,99003.66666666667,True,Churned
INV002410,1,2024-10-26,2024-10-26,,,0,2285,2285.0,False,New
INV002411,5,2024-04-17,2025-05-28,303.0,101.5,2,566545,113309.0,True,Churned
INV002412,7,2024-01-15,2025-04-12,115.0,75.5,5,593341,84763.0,True,Churned
INV002413,11,2024-04-14,2025-05-30,189.0,41.1,4,676857,61532.454545454544,True,Churned
INV002414,7,2024-01-03,2025-05-24,348.0,84.5,3,888685,126955.0,True,Churned
INV002415,11,2024-03-14,2025-04-20,110.0,40.2,4,919026,83547.81818181818,True,Churned
INV002416,9,2024-01-10,2025-05-22,192.0,62.25,4,2105097,233899.66666666666,True,Churned
INV002417,10,2024-01-03,2025-05-17,190.0,55.55555555555556,3,572483,57248.3,True,Churned
INV002418,8,2024-01-30,2025-05-02,119.0,65.42857142857143,4,767617,95952.125,True,Churned
INV002419,4,2024-05-29,2025-05-17,181.0,117.66666666666667,3,182246,45561.5,True,Churned
INV002420,12,2024-01-15,2025-05-02,109.0,43.0,6,1457451,121454.25,True,Churned
INV002421,2,2024-11-23,2025-01-13,51.0,51.0,1,271016,135508.0,True,At Risk
INV002422,12,2024-01-25,2025-04-22,139.0,41.18181818181818,4,689464,57455.333333333336,True,Churned
INV002423,5,2024-05-21,2025-05-03,168.0,86.75,3,504074,100814.8,True,Churned
INV002424,6,2024-04-19,2025-01-09,109.0,53.0,3,798824,133137.33333333334,True,Churned
INV002425,4,2024-08-12,2025-02-08,97.0,60.0,3,419102,104775.5,True,Churned
INV002426,6,2024-04-18,2025-03-25,148.0,68.2,3,370575,61762.5,True,Churned
INV002427,9,2024-08-26,2025-05-13,70.0,32.5,3,1604033,178225.88888888888,True,High Risk
INV002428,4,2024-04-03,2025-05-08,291.0,133.33333333333334,2,770843,192710.75,True,Churned
INV002429,8,2024-02-16,2025-03-15,125.0,56.142857142857146,3,790559,98819.875,True,Churned
INV002430,11,2024-02-04,2025-05-09,139.0,46.0,4,1496835,136075.9090909091,True,Churned
INV002431,8,2024-02-20,2025-05-27,96.0,66.0,6,1874983,234372.875,True,Churned
INV002432,2,2024-01-01,2024-10-16,289.0,289.0,1,12141,6070.5,True,Churned
INV002433,1,2024-09-21,2024-09-21,,,0,1109,1109.0,False,New
INV002434,7,2024-01-13,2025-03-29,133.0,73.5,4,380404,54343.42857142857,True,Churned
INV002435,5,2024-05-13,2025-04-24,122.0,86.5,3,41496,8299.2,True,Churned
INV002436,4,2024-01-04,2025-04-04,216.0,152.0,3,16148,4037.0,True,Churned
INV002437,10,2024-04-25,2025-02-14,140.0,32.77777777777778,3,840758,84075.8,True,Churned
INV002438,3,2024-08-14,2025-05-08,218.0,133.5,2,817224,272408.0,True,Churned
INV002439,2,2024-04-15,2024-05-15,30.0,30.0,0,334717,167358.5,False,Active
INV002440,6,2024-01-27,2025-02-03,135.0,74.6,4,1233314,205552.33333333334,True,Churned
INV002441,4,2024-01-16,2024-12-20,150.0,113.0,3,256187,64046.75,True,Churned
INV002442,2,2025-02-08,2025-05-08,89.0,89.0,1,7979,3989.5,True,High Risk
INV002443,1,2025-05-02,2025-05-02,,,0,2279,2279.0,False,New
INV002444,8,2024-08-27,2025-04-23,104.0,34.142857142857146,1,1471264,183908.0,True,Churned
INV002445,11,2024-02-24,2025-02-07,113.0,34.9,3,688480,62589.09090909091,True,Churned
INV002446,6,2024-02-10,2025-04-04,152.0,83.8,4,603436,100572.66666666667,True,Churned
INV002447,2,2024-04-08,2025-03-01,327.0,327.0,1,474124,237062.0,True,Churned
INV002448,3,2024-06-03,2024-10-30,84.0,74.5,2,202788,67596.0,True,High Risk
INV002449,2,2024-01-24,2024-06-20,148.0,148.0,1,8972,4486.0,True,Churned
INV002450,5,2024-04-07,2025-01-17,154.0,71.25,2,862905,172581.0,True,Churned
INV002451,2,2024-07-03,2025-04-01,272.0,272.0,1,90042,45021.0,True,Churned
INV002452,7,2024-01-26,2024-11-04,99.0,47.166666666666664,3,675952,96564.57142857143,True,Churned
INV002453,11,2024-03-14,2025-03-27,87.0,37.8,6,1366605,124236.81818181818,True,High Risk
INV002454,7,2024-03-29,2025-01-01,121.0,46.333333333333336,3,899501,128500.14285714286,True,Churned
INV002455,1,2024-05-08,2024-05-08,,,0,5559,5559.0,False,New
INV002456,2,2024-02-12,2025-05-05,448.0,448.0,1,319032,159516.0,True,Churned
INV002457,3,2024-07-04,2025-05-05,300.0,152.5,1,372388,124129.33333333333,True,Churned
INV002458,11,2024-04-20,2025-04-17,95.0,36.2,3,1029487,93589.72727272728,True,Churned
INV002459,12,2024-02-03,2025-05-12,91.0,42.18181818181818,5,853573,71131.08333333333,True,Churned
INV002460,5,2024-02-11,2025-04-13,238.0,106.75,3,769935,153987.0,True,Churned
INV002461,6,2024-01-29,2025-04-12,156.0,87.8,4,928836,154806.0,True,Churned
INV002462,1,2025-04-16,2025-04-16,,,0,7150,7150.0,False,New
INV002463,7,2024-02-07,2025-05-29,232.0,79.5,3,554869,79267.0,True,Churned
INV002464,7,2024-01-31,2024-08-16,97.0,33.0,1,172621,24660.14285714286,True,Churned
INV002465,5,2024-02-10,2025-04-06,286.0,105.25,2,808512,161702.4,True,Churned
INV002466,12,2024-01-30,2025-05-28,108.0,44.0,6,1437375,119781.25,True,Churned
INV002467,10,2024-01-03,2025-01-20,111.0,42.55555555555556,5,436732,43673.2,True,Churned
INV002468,7,2024-03-22,2025-02-16,117.0,55.166666666666664,4,1030573,147224.7142857143,True,Churned
INV002469,10,2024-03-15,2025-03-27,121.0,41.888888888888886,5,1591641,159164.1,True,Churned
INV002470,1,2024-07-21,2024-07-21,,,0,1135,1135.0,False,New
INV002471,11,2024-01-07,2024-12-21,98.0,34.9,4,898267,81660.63636363637,True,Churned
INV002472,10,2024-01-17,2025-03-16,113.0,47.111111111111114,5,2225597,222559.7,True,Churned
INV002473,8,2024-03-08,2025-05-16,320.0,62.0,1,1209821,151227.625,True,Churned
INV002474,1,2024-09-04,2024-09-04,,,0,1870,1870.0,False,New
INV002475,11,2024-03-06,2025-05-27,119.0,44.7,4,129760,11796.363636363636,True,Churned
INV002476,9,2024-01-19,2025-03-24,104.0,53.75,6,1217708,135300.88888888888,True,Churned
INV002477,3,2024-04-13,2024-06-30,58.0,39.0,1,53918,17972.666666666668,True,At Risk
INV002478,3,2024-06-10,2024-08-31,71.0,41.0,1,198698,66232.66666666667,True,High Risk
INV002479,2,2024-07-09,2025-03-26,260.0,260.0,1,29314,14657.0,True,Churned
INV002480,1,2024-06-30,2024-06-30,,,0,114341,114341.0,False,New
INV002481,2,2024-03-12,2024-10-06,208.0,208.0,1,418433,209216.5,True,Churned
INV002482,1,2024-11-03,2024-11-03,,,0,545280,545280.0,False,New
INV002483,8,2024-01-25,2025-03-29,180.0,61.285714285714285,5,834245,104280.625,True,Churned
INV002484,2,2024-10-18,2025-02-07,112.0,112.0,1,526210,263105.0,True,Churned
INV002485,12,2024-03-25,2025-03-31,74.0,33.72727272727273,5,1309919,109159.91666666667,True,High Risk
INV002486,9,2024-04-11,2025-04-26,129.0,47.5,3,512045,56893.88888888889,True,Churned
INV002487,3,2024-01-27,2024-06-10,87.0,67.5,2,305091,101697.0,True,High Risk
INV002488,7,2024-04-29,2025-04-14,111.0,58.333333333333336,5,1005263,143609.0,True,Churned
INV002489,2,2024-11-05,2025-03-29,144.0,144.0,1,3507,1753.5,True,Churned
INV002490,10,2024-01-09,2025-05-13,125.0,54.44444444444444,5,979295,97929.5,True,Churned
INV002491,4,2024-06-03,2025-02-19,195.0,87.0,2,305270,76317.5,True,Churned
INV002492,1,2024-12-13,2024-12-13,,,0,360745,360745.0,False,New
INV002493,4,2024-01-18,2025-04-02,276.0,146.66666666666666,2,176520,44130.0,True,Churned
INV002494,3,2024-02-04,2025-02-28,340.0,195.0,2,350760,116920.0,True,Churned
INV002495,10,2024-01-04,2025-04-10,174.0,51.333333333333336,5,442282,44228.2,True,Churned
INV002496,7,2024-08-09,2025-05-01,85.0,44.166666666666664,4,463045,66149.28571428571,True,High Risk
INV002497,12,2024-01-13,2025-04-28,146.0,42.81818181818182,5,814128,67844.0,True,Churned
INV002498,2,2024-08-29,2025-05-27,271.0,271.0,1,408636,204318.0,True,Churned
INV002499,8,2024-04-30,2025-05-30,101.0,56.42857142857143,6,1075222,134402.75,True,Churned
INV002500,12,2024-01-14,2025-05-03,130.0,43.18181818181818,4,1726649,143887.41666666666,True,Churned
INV002501,1,2024-03-05,2024-03-05,,,0,169066,169066.0,False,New
INV002502,7,2024-02-08,2025-05-15,222.0,77.0,4,426924,60989.142857142855,True,Churned
INV002503,9,2024-04-24,2025-05-09,140.0,47.5,5,1242672,138074.66666666666,True,Churned
INV002504,10,2024-01-27,2025-05-18,188.0,53.0,4,1290510,129051.0,True,Churned
INV002505,4,2024-01-07,2025-03-31,171.0,149.66666666666666,3,718010,179502.5,True,Churned
INV002506,8,2024-03-05,2025-03-25,81.0,55.0,5,549139,68642.375,True,High Risk
INV002507,6,2024-04-07,2025-05-28,159.0,83.2,3,593932,98988.66666666667,True,Churned
INV002508,9,2024-04-06,2025-05-24,171.0,51.625,3,128547,14283.0,True,Churned
INV002509,12,2024-01-22,2024-12-06,74.0,29.0,3,668923,55743.583333333336,True,High Risk
INV002510,12,2024-01-10,2025-05-24,121.0,45.45454545454545,4,1152823,96068.58333333333,True,Churned
INV002511,2,2024-03-29,2025-01-25,302.0,302.0,1,420200,210100.0,True,Churned
INV002512,5,2024-02-23,2025-03-29,174.0,100.0,3,1018520,203704.0,True,Churned
INV002513,5,2024-06-04,2025-04-12,99.0,78.0,4,337981,67596.2,True,Churned
INV002514,3,2024-03-08,2025-03-01,347.0,179.0,1,72316,24105.333333333332,True,Churned
INV002515,5,2024-02-15,2025-01-15,222.0,83.75,2,973591,194718.2,True,Churned
INV002516,4,2024-11-17,2025-03-14,77.0,39.0,1,418311,104577.75,True,High Risk
INV002517,1,2024-12-11,2024-12-11,,,0,4897,4897.0,False,New
INV002518,5,2024-03-26,2025-05-12,128.0,103.0,4,507808,101561.6,True,Churned
INV002519,1,2024-04-03,2024-04-03,,,0,48999,48999.0,False,New
INV002520,12,2024-01-09,2025-04-27,118.0,43.09090909090909,6,1967715,163976.25,True,Churned
INV002521,8,2024-04-27,2025-05-27,126.0,56.42857142857143,4,495324,61915.5,True,Churned
INV002522,1,2024-08-12,2024-08-12,,,0,175414,175414.0,False,New
INV002523,12,2024-01-08,2025-05-24,133.0,45.63636363636363,7,1861163,155096.91666666666,True,Churned
INV002524,3,2024-02-23,2024-12-09,232.0,145.0,2,822644,274214.6666666667,True,Churned
INV002525,3,2024-04-11,2024-11-30,212.0,116.5,1,162873,54291.0,True,Churned
INV002526,11,2024-03-13,2025-05-08,136.0,42.1,6,1511279,137389.0,True,Churned
INV002527,11,2024-01-18,2024-11-11,72.0,29.8,2,628152,57104.72727272727,True,High Risk
INV002528,6,2024-04-18,2025-04-25,241.0,74.4,3,240997,40166.166666666664,True,Churned
INV002529,6,2024-02-15,2025-03-29,202.0,81.6,4,822048,137008.0,True,Churned
INV002530,9,2024-01-05,2025-05-19,175.0,62.5,4,301697,33521.88888888889,True,Churned
INV002531,10,2024-02-01,2025-05-04,135.0,50.888888888888886,5,723463,72346.3,True,Churned
INV002532,4,2024-03-21,2025-04-27,223.0,134.0,2,308468,77117.0,True,Churned
INV002533,7,2024-04-06,2025-04-05,134.0,60.666666666666664,4,253220,36174.28571428572,True,Churned
INV002534,4,2024-04-29,2025-04-18,221.0,118.0,2,324264,81066.0,True,Churned
INV002535,11,2024-06-03,2025-05-30,78.0,36.1,5,1750901,159172.81818181818,True,High Risk
INV002536,6,2024-03-16,2025-03-10,198.0,71.8,3,921052,153508.66666666666,True,Churned
INV002537,1,2024-11-23,2024-11-23,,,0,104160,104160.0,False,New
INV002538,2,2024-09-12,2025-05-20,250.0,250.0,1,30934,15467.0,True,Churned
INV002539,2,2025-01-16,2025-03-22,65.0,65.0,1,9949,4974.5,True,High Risk
INV002540,6,2024-02-04,2025-01-07,173.0,67.6,2,702699,117116.5,True,Churned
INV002541,5,2024-08-25,2025-04-06,151.0,56.0,2,792757,158551.4,True,Churned
INV002542,9,2024-02-12,2025-05-19,84.0,57.75,6,1139898,126655.33333333333,True,High Risk
INV002543,12,2024-02-05,2025-04-28,92.0,40.72727272727273,5,1211489,100957.41666666667,True,Churned
INV002544,1,2024-08-06,2024-08-06,,,0,8566,8566.0,False,New
INV002545,5,2024-01-11,2025-02-12,298.0,99.5,2,1199007,239801.4,True,Churned
INV002546,10,2024-01-02,2025-05-19,88.0,55.888888888888886,6,1299210,129921.0,True,High Risk
INV002547,10,2024-02-04,2025-04-24,104.0,49.44444444444444,5,1475760,147576.0,True,Churned
INV002548,7,2024-01-06,2025-04-29,226.0,79.83333333333333,3,1100118,157159.7142857143,True,Churned
INV002549,9,2024-01-08,2025-05-03,186.0,60.125,4,1611382,179042.44444444444,True,Churned
INV002550,3,2024-04-19,2024-11-04,131.0,99.5,2,68048,22682.666666666668,True,Churned
INV002551,8,2024-01-16,2025-03-07,164.0,59.42857142857143,3,670617,83827.125,True,Churned
INV002552,12,2024-01-10,2025-03-19,85.0,39.45454545454545,6,574322,47860.166666666664,True,High Risk
INV002553,12,2024-05-02,2025-05-11,92.0,34.0,5,2668557,222379.75,True,Churned
INV002554,8,2024-01-04,2025-04-28,182.0,68.57142857142857,4,380124,47515.5,True,Churned
INV002555,10,2024-01-30,2025-05-28,117.0,53.77777777777778,6,1025854,102585.4,True,Churned
INV002556,6,2024-03-15,2025-03-13,134.0,72.6,4,1384313,230718.83333333334,True,Churned
INV002557,9,2024-03-30,2025-05-07,264.0,50.375,2,700569,77841.0,True,Churned
INV002558,11,2024-01-23,2025-05-25,96.0,48.8,5,1422537,129321.54545454546,True,Churned
INV002559,3,2024-09-01,2025-01-23,99.0,72.0,2,386263,128754.33333333333,True,Churned
INV002560,7,2024-01-02,2025-04-22,127.0,79.33333333333333,5,348692,49813.142857142855,True,Churned
INV002561,5,2024-06-20,2025-01-27,82.0,55.25,3,577759,115551.8,True,High Risk
INV002562,1,2025-01-04,2025-01-04,,,0,43246,43246.0,False,New
INV002563,10,2024-01-27,2025-05-15,124.0,52.666666666666664,5,1166291,116629.1,True,Churned
INV002564,3,2024-02-29,2024-07-27,110.0,74.5,2,737573,245857.66666666666,True,Churned
INV002565,10,2024-01-06,2025-05-18,172.0,55.333333333333336,4,1311060,131106.0,True,Churned
INV002566,8,2024-03-23,2025-05-26,127.0,61.285714285714285,6,517343,64667.875,True,Churned
INV002567,11,2024-01-05,2025-04-18,107.0,46.9,4,1733981,157634.63636363635,True,Churned
INV002568,9,2024-03-02,2025-05-07,144.0,53.875,5,216067,24007.444444444445,True,Churned
INV002569,2,2024-08-23,2024-09-11,19.0,19.0,0,318469,159234.5,False,Active
INV002570,12,2024-01-09,2025-02-20,150.0,37.09090909090909,3,1229933,102494.41666666667,True,Churned
INV002571,8,2024-01-31,2025-04-22,165.0,63.857142857142854,6,890369,111296.125,True,Churned
INV002572,11,2024-02-27,2025-05-19,108.0,44.7,7,1095020,99547.27272727272,True,Churned
INV002573,1,2025-02-02,2025-02-02,,,0,8328,8328.0,False,New
INV002574,12,2024-01-31,2025-05-26,139.0,43.72727272727273,4,1051020,87585.0,True,Churned
INV002575,11,2024-02-18,2025-05-12,128.0,44.9,5,530975,48270.454545454544,True,Churned
INV002576,8,2024-03-18,2024-12-26,160.0,40.42857142857143,1,1360157,170019.625,True,Churned
INV002577,3,2024-03-11,2024-07-12,78.0,61.5,2,51820,17273.333333333332,True,High Risk
INV002578,5,2024-02-09,2025-04-27,172.0,110.75,3,744333,148866.6,True,Churned
INV002579,7,2024-08-14,2025-03-06,71.0,34.0,2,281290,40184.28571428572,True,High Risk
INV002580,4,2024-11-19,2025-05-06,65.0,56.0,3,48803,12200.75,True,High Risk
INV002581,1,2025-04-14,2025-04-14,,,0,336586,336586.0,False,New
INV002582,10,2024-02-01,2025-02-22,93.0,43.0,5,1082210,108221.0,True,Churned
INV002583,7,2024-03-24,2025-04-20,118.0,65.33333333333333,4,1657784,236826.2857142857,True,Churned
INV002584,3,2024-01-09,2024-09-02,205.0,118.5,1,675479,225159.66666666666,True,Churned
INV002585,12,2024-01-18,2025-05-02,74.0,42.72727272727273,7,1876600,156383.33333333334,True,High Risk
INV002586,7,2024-03-13,2025-05-23,168.0,72.66666666666667,5,105304,15043.42857142857,True,Churned
INV002587,6,2024-02-21,2025-03-02,271.0,75.0,2,1127648,187941.33333333334,True,Churned
INV002588,9,2024-03-06,2025-05-07,123.0,53.375,5,1901993,211332.55555555556,True,Churned
INV002589,1,2024-07-09,2024-07-09,,,0,8624,8624.0,False,New
INV002590,12,2024-01-28,2025-05-10,125.0,42.54545454545455,4,1061648,88470.66666666667,True,Churned
INV002591,8,2024-04-04,2025-03-07,91.0,48.142857142857146,4,528508,66063.5,True,Churned
INV002592,6,2024-01-01,2025-04-19,222.0,94.8,4,1134073,189012.16666666666,True,Churned
INV002593,4,2024-03-09,2025-04-04,210.0,130.33333333333334,2,139606,34901.5,True,Churned
INV002594,10,2024-01-11,2025-05-24,165.0,55.44444444444444,3,1388876,138887.6,True,Churned
INV002595,5,2024-05-12,2025-03-23,140.0,78.75,3,471571,94314.2,True,Churned
INV002596,3,2024-01-16,2025-03-01,325.0,205.0,2,267155,89051.66666666667,True,Churned
INV002597,6,2024-04-02,2025-05-27,301.0,84.0,2,805586,134264.33333333334,True,Churned
INV002598,11,2024-02-21,2025-04-07,146.0,41.1,3,994120,90374.54545454546,True,Churned
INV002599,7,2024-01-03,2025-03-20,234.0,73.66666666666667,3,529509,75644.14285714286,True,Churned
INV002600,5,2024-01-27,2025-01-03,133.0,85.5,4,892775,178555.0,True,Churned
INV002601,3,2024-03-07,2024-11-30,214.0,134.0,2,434964,144988.0,True,Churned
INV002602,12,2024-02-10,2025-05-17,104.0,42.0,6,1155403,96283.58333333333,True,Churned
INV002603,6,2024-03-18,2025-02-22,170.0,68.2,4,1607484,267914.0,True,Churned
INV002604,6,2024-04-08,2025-05-09,218.0,79.2,3,365542,60923.666666666664,True,Churned
INV002605,5,2024-04-15,2025-05-25,256.0,101.25,2,1031428,206285.6,True,Churned
INV002606,9,2024-03-02,2025-05-24,239.0,56.0,3,428091,47565.666666666664,True,Churned
INV002607,6,2024-03-02,2025-01-05,227.0,61.8,2,1526125,254354.16666666666,True,Churned
INV002608,4,2024-04-01,2025-04-15,177.0,126.33333333333333,2,51776,12944.0,True,Churned
INV002609,2,2024-09-23,2025-01-23,122.0,122.0,1,273899,136949.5,True,Churned
INV002610,5,2024-01-05,2025-01-11,256.0,93.0,3,736043,147208.6,True,Churned
INV002611,6,2024-01-05,2025-05-05,181.0,97.2,4,1678851,279808.5,True,Churned
INV002612,2,2024-11-28,2025-05-09,162.0,162.0,1,17198,8599.0,True,Churned
INV002613,12,2024-01-12,2025-05-16,74.0,44.54545454545455,7,1098323,91526.91666666667,True,High Risk
INV002614,4,2024-04-08,2024-08-01,76.0,38.333333333333336,1,480166,120041.5,True,High Risk
INV002615,1,2025-04-18,2025-04-18,,,0,4382,4382.0,False,New
INV002616,4,2024-02-13,2025-03-29,223.0,136.66666666666666,3,359877,89969.25,True,Churned
INV002617,4,2024-03-01,2025-02-12,219.0,116.0,3,252149,63037.25,True,Churned
INV002618,1,2025-02-01,2025-02-01,,,0,486,486.0,False,New
INV002619,6,2024-03-26,2025-03-19,146.0,71.6,4,1055131,175855.16666666666,True,Churned
INV002620,2,2024-03-07,2025-02-15,345.0,345.0,1,10679,5339.5,True,Churned
INV002621,6,2024-01-02,2025-01-01,170.0,73.0,3,895547,149257.83333333334,True,Churned
INV002622,11,2024-01-23,2025-05-23,170.0,48.6,6,689616,62692.36363636364,True,Churned
INV002623,1,2025-04-21,2025-04-21,,,0,2184,2184.0,False,New
INV002624,5,2024-08-23,2025-05-25,103.0,68.75,3,885681,177136.2,True,Churned
INV002625,6,2024-03-30,2025-04-26,143.0,78.4,5,743144,123857.33333333333,True,Churned
INV002626,6,2024-03-18,2025-04-15,191.0,78.6,3,412482,68747.0,True,Churned
INV002627,8,2024-03-23,2025-05-22,137.0,60.714285714285715,5,393005,49125.625,True,Churned
INV002628,9,2024-01-10,2025-03-11,322.0,53.25,1,1173839,130426.55555555556,True,Churned
INV002629,4,2024-02-15,2025-04-16,227.0,142.0,3,38172,9543.0,True,Churned
INV002630,8,2024-03-01,2025-03-07,134.0,53.0,4,604786,75598.25,True,Churned
INV002631,8,2024-03-23,2025-05-05,178.0,58.285714285714285,4,1312611,164076.375,True,Churned
INV002632,11,2024-01-26,2025-04-29,148.0,45.9,3,815495,74135.90909090909,True,Churned
INV002633,12,2024-01-16,2025-04-09,101.0,40.81818181818182,6,1822320,151860.0,True,Churned
INV002634,7,2024-09-20,2025-02-07,50.0,23.333333333333332,1,1155097,165013.85714285713,True,At Risk
INV002635,10,2024-01-10,2025-03-25,127.0,48.888888888888886,4,1130827,113082.7,True,Churned
INV002636,2,2024-07-10,2024-11-05,118.0,118.0,1,1410,705.0,True,Churned
INV002637,6,2024-02-04,2025-02-21,132.0,76.6,4,976980,162830.0,True,Churned
INV002638,4,2024-04-24,2025-05-11,148.0,127.33333333333333,3,787725,196931.25,True,Churned
INV002639,7,2024-09-01,2025-03-04,55.0,30.666666666666668,3,220235,31462.14285714286,True,At Risk
INV002640,12,2024-01-29,2025-03-24,93.0,38.18181818181818,3,407956,33996.333333333336,True,Churned
INV002641,8,2024-02-29,2025-04-21,133.0,59.57142857142857,4,722158,90269.75,True,Churned
INV002642,10,2024-01-04,2025-03-12,119.0,48.111111111111114,6,1528148,152814.8,True,Churned
INV002643,9,2024-02-03,2025-04-20,229.0,55.25,4,604134,67126.0,True,Churned
INV002644,1,2024-04-28,2024-04-28,,,0,391205,391205.0,False,New
INV002645,11,2024-02-23,2025-03-30,108.0,40.1,4,718998,65363.454545454544,True,Churned
INV002646,1,2025-05-24,2025-05-24,,,0,2310,2310.0,False,New
INV002647,7,2024-02-22,2025-05-23,153.0,76.0,4,1051925,150275.0,True,Churned
INV002648,7,2024-01-26,2025-05-04,190.0,77.33333333333333,3,745128,106446.85714285714,True,Churned
INV002649,4,2024-05-20,2025-02-03,174.0,86.33333333333333,2,454765,113691.25,True,Churned
INV002650,5,2024-03-03,2025-04-02,211.0,98.75,3,489864,97972.8,True,Churned
INV002651,5,2024-03-07,2025-03-31,127.0,97.25,4,904120,180824.0,True,Churned
INV002652,9,2024-02-19,2025-03-15,156.0,48.75,5,1408127,156458.55555555556,True,Churned
INV002653,1,2024-02-09,2024-02-09,,,0,513,513.0,False,New
INV002654,11,2024-02-05,2025-04-13,102.0,43.3,4,634501,57681.90909090909,True,Churned
INV002655,4,2024-08-14,2025-04-30,235.0,86.33333333333333,1,508531,127132.75,True,Churned
INV002656,10,2024-01-05,2025-04-11,216.0,51.333333333333336,3,1556050,155605.0,True,Churned
INV002657,5,2024-01-19,2025-04-20,272.0,114.25,2,167584,33516.8,True,Churned
INV002658,6,2024-01-06,2025-05-24,223.0,100.8,5,620774,103462.33333333333,True,Churned
INV002659,10,2024-01-04,2025-03-26,141.0,49.666666666666664,4,1026277,102627.7,True,Churned
INV002660,5,2024-02-09,2025-01-01,210.0,81.75,3,580860,116172.0,True,Churned
INV002661,2,2024-03-23,2024-05-22,60.0,60.0,1,908,454.0,True,At Risk
INV002662,3,2024-01-27,2024-11-06,262.0,142.0,1,152791,50930.333333333336,True,Churned
INV002663,1,2025-05-30,2025-05-30,,,0,279886,279886.0,False,New
INV002664,6,2024-03-26,2025-01-06,115.0,57.2,3,595421,99236.83333333333,True,Churned
